case_id,faa_ors,faa_asn,usgs_pr_id,eia_id,t_state,t_county,t_fips,p_name,p_year,p_tnum,p_cap,t_manu,t_model,t_cap,t_hh,t_rd,t_rsa,t_ttlh,offshore,retrofit,retrofit_y,t_conf_atr,t_conf_loc,t_img_date,t_img_srce,xlong,ylat,geometry,cluster_label,xlong_centroid,ylat_centroid,geometry_centroid
3044902.0,48-022440,2012.0,30707.0,56774.0,TX,Nolan County,48353,Turkey Track,2008.0,113.0,169.5,GE Wind,GE1.5-77,1500.0,80.0,77.0,4656.63,118.6,0.0,0.0,-9999.0,3.0,3.0,2019-02-26,Maxar,-100.236191,32.237995,POINT (-100.236191 32.237995),5,-100.23521170786518,32.27465632022472,POINT (-100.23521170786518 32.27465632022472)
3044916.0,48-023230,2012.0,30541.0,56774.0,TX,Nolan County,48353,Turkey Track,2008.0,113.0,169.5,GE Wind,GE1.5-77,1500.0,80.0,77.0,4656.63,118.6,0.0,0.0,-9999.0,3.0,3.0,2019-02-26,Maxar,-100.225189,32.204754,POINT (-100.225189 32.204754),5,-100.23521170786518,32.27465632022472,POINT (-100.23521170786518 32.27465632022472)
3044894.0,48-022276,2012.0,30439.0,56774.0,TX,Nolan County,48353,Turkey Track,2008.0,113.0,169.5,GE Wind,GE1.5-77,1500.0,80.0,77.0,4656.63,118.6,0.0,0.0,-9999.0,3.0,3.0,2019-02-26,Maxar,-100.263092,32.159996,POINT (-100.263092 32.159996),5,-100.23521170786518,32.27465632022472,POINT (-100.23521170786518 32.27465632022472)
3023882.0,48-022011,2012.0,30731.0,56774.0,TX,Nolan County,48353,Turkey Track,2008.0,113.0,169.5,GE Wind,GE1.5-77,1500.0,80.0,77.0,4656.63,118.6,0.0,0.0,-9999.0,3.0,3.0,2019-02-26,Maxar,-100.263695,32.243397,POINT (-100.263695 32.243397),5,-100.23521170786518,32.27465632022472,POINT (-100.23521170786518 32.27465632022472)
3044853.0,48-022013,2012.0,30664.0,56774.0,TX,Nolan County,48353,Turkey Track,2008.0,113.0,169.5,GE Wind,GE1.5-77,1500.0,80.0,77.0,4656.63,118.6,0.0,0.0,-9999.0,3.0,3.0,2019-02-26,Maxar,-100.275093,32.233494,POINT (-100.275093 32.233494),5,-100.23521170786518,32.27465632022472,POINT (-100.23521170786518 32.27465632022472)
3023881.0,48-022007,2012.0,30715.0,56774.0,TX,Nolan County,48353,Turkey Track,2008.0,113.0,169.5,GE Wind,GE1.5-77,1500.0,80.0,77.0,4656.63,118.6,0.0,0.0,-9999.0,3.0,3.0,2019-02-26,Maxar,-100.287193,32.239143,POINT (-100.287193 32.239143),5,-100.23521170786518,32.27465632022472,POINT (-100.23521170786518 32.27465632022472)
3023891.0,48-022435,2012.0,30718.0,56774.0,TX,Nolan County,48353,Turkey Track,2008.0,113.0,169.5,GE Wind,GE1.5-77,1500.0,80.0,77.0,4656.63,118.6,0.0,0.0,-9999.0,3.0,3.0,2019-02-26,Maxar,-100.23999,32.239697,POINT (-100.23999 32.239697),5,-100.23521170786518,32.27465632022472,POINT (-100.23521170786518 32.27465632022472)
3024057.0,48-022634,2007.0,40014.0,56956.0,TX,Borden County,48033,Bull Creek,2008.0,180.0,180.0,Mitsubishi,MWT62/1.0,1000.0,69.0,61.4,2960.92,99.7,0.0,0.0,-9999.0,3.0,3.0,2022-02-22,Maxar,-101.570389,32.939095,POINT (-101.570389 32.939095),6,-101.59046506122449,32.94012003061225,POINT (-101.59046506122449 32.94012003061225)
3024121.0,48-022567,2007.0,39895.0,56956.0,TX,Borden County,48033,Bull Creek,2008.0,180.0,180.0,Mitsubishi,MWT62/1.0,1000.0,69.0,61.4,2960.92,99.7,0.0,0.0,-9999.0,3.0,3.0,2022-02-22,Maxar,-101.567795,32.915894,POINT (-101.567795 32.915894),6,-101.59046506122449,32.94012003061225,POINT (-101.59046506122449 32.94012003061225)
3024129.0,48-022559,2007.0,39898.0,56956.0,TX,Borden County,48033,Bull Creek,2008.0,180.0,180.0,Mitsubishi,MWT62/1.0,1000.0,69.0,61.4,2960.92,99.7,0.0,0.0,-9999.0,3.0,3.0,2022-02-22,Maxar,-101.599091,32.917294,POINT (-101.599091 32.917294),6,-101.59046506122449,32.94012003061225,POINT (-101.59046506122449 32.94012003061225)
3024143.0,48-022705,2007.0,39878.0,56956.0,TX,Borden County,48033,Bull Creek,2008.0,180.0,180.0,Mitsubishi,MWT62/1.0,1000.0,69.0,61.4,2960.92,99.7,0.0,0.0,-9999.0,3.0,3.0,2022-02-22,Maxar,-101.570389,32.907696,POINT (-101.570389 32.907696),6,-101.59046506122449,32.94012003061225,POINT (-101.59046506122449 32.94012003061225)
3024048.0,48-022725,2007.0,40059.0,56956.0,TX,Borden County,48033,Bull Creek,2008.0,180.0,180.0,Mitsubishi,MWT62/1.0,1000.0,69.0,61.4,2960.92,99.7,0.0,0.0,-9999.0,3.0,3.0,2022-02-22,Maxar,-101.588493,32.943893,POINT (-101.588493 32.943893),6,-101.59046506122449,32.94012003061225,POINT (-101.59046506122449 32.94012003061225)
3024072.0,48-022619,2007.0,39995.0,56956.0,TX,Borden County,48033,Bull Creek,2008.0,180.0,180.0,Mitsubishi,MWT62/1.0,1000.0,69.0,61.4,2960.92,99.7,0.0,0.0,-9999.0,3.0,3.0,2022-02-22,Maxar,-101.604393,32.937492,POINT (-101.604393 32.937492),6,-101.59046506122449,32.94012003061225,POINT (-101.59046506122449 32.94012003061225)
3024054.0,48-022637,2007.0,40026.0,56956.0,TX,Borden County,48033,Bull Creek,2008.0,180.0,180.0,Mitsubishi,MWT62/1.0,1000.0,69.0,61.4,2960.92,99.7,0.0,0.0,-9999.0,3.0,3.0,2022-02-22,Maxar,-101.576492,32.940693,POINT (-101.576492 32.940693),6,-101.59046506122449,32.94012003061225,POINT (-101.59046506122449 32.94012003061225)
3024018.0,48-022662,2007.0,40164.0,56956.0,TX,Borden County,48033,Bull Creek,2008.0,180.0,180.0,Mitsubishi,MWT62/1.0,1000.0,69.0,61.4,2960.92,99.7,0.0,0.0,-9999.0,3.0,3.0,2022-02-22,Maxar,-101.548393,32.953896,POINT (-101.548393 32.953896),6,-101.59046506122449,32.94012003061225,POINT (-101.59046506122449 32.94012003061225)
3024061.0,48-022630,2007.0,39993.0,56956.0,TX,Borden County,48033,Bull Creek,2008.0,180.0,180.0,Mitsubishi,MWT62/1.0,1000.0,69.0,61.4,2960.92,99.7,0.0,0.0,-9999.0,3.0,3.0,2022-02-22,Maxar,-101.562393,32.936993,POINT (-101.562393 32.936993),6,-101.59046506122449,32.94012003061225,POINT (-101.59046506122449 32.94012003061225)
3024073.0,48-022618,2007.0,39992.0,56956.0,TX,Borden County,48033,Bull Creek,2008.0,180.0,180.0,Mitsubishi,MWT62/1.0,1000.0,69.0,61.4,2960.92,99.7,0.0,0.0,-9999.0,3.0,3.0,2022-02-22,Maxar,-101.602287,32.936993,POINT (-101.602287 32.936993),6,-101.59046506122449,32.94012003061225,POINT (-101.59046506122449 32.94012003061225)
3024094.0,48-022597,2007.0,39918.0,56956.0,TX,Borden County,48033,Bull Creek,2008.0,180.0,180.0,Mitsubishi,MWT62/1.0,1000.0,69.0,61.4,2960.92,99.7,0.0,0.0,-9999.0,3.0,3.0,2022-02-22,Maxar,-101.55909,32.923595,POINT (-101.55909 32.923595),6,-101.59046506122449,32.94012003061225,POINT (-101.59046506122449 32.94012003061225)
3024009.0,48-022654,2007.0,40194.0,56956.0,TX,Borden County,48033,Bull Creek,2008.0,180.0,180.0,Mitsubishi,MWT62/1.0,1000.0,69.0,61.4,2960.92,99.7,0.0,0.0,-9999.0,3.0,3.0,2022-02-22,Maxar,-101.565994,32.958794,POINT (-101.565994 32.958794),6,-101.59046506122449,32.94012003061225,POINT (-101.59046506122449 32.94012003061225)
3024144.0,48-022704,2007.0,39876.0,56956.0,TX,Borden County,48033,Bull Creek,2008.0,180.0,180.0,Mitsubishi,MWT62/1.0,1000.0,69.0,61.4,2960.92,99.7,0.0,0.0,-9999.0,3.0,3.0,2022-02-22,Maxar,-101.568489,32.906994,POINT (-101.568489 32.906994),6,-101.59046506122449,32.94012003061225,POINT (-101.59046506122449 32.94012003061225)
3024042.0,48-022731,2007.0,40066.0,56956.0,TX,Borden County,48033,Bull Creek,2008.0,180.0,180.0,Mitsubishi,MWT62/1.0,1000.0,69.0,61.4,2960.92,99.7,0.0,0.0,-9999.0,3.0,3.0,2022-02-22,Maxar,-101.551392,32.944695,POINT (-101.551392 32.944695),6,-101.59046506122449,32.94012003061225,POINT (-101.59046506122449 32.94012003061225)
3027270.0,missing,2008.0,40957.0,56956.0,TX,Borden County,48033,Bull Creek,2008.0,180.0,180.0,Mitsubishi,MWT62/1.0,1000.0,69.0,61.4,2960.92,99.7,0.0,0.0,-9999.0,3.0,3.0,2022-02-22,Maxar,-101.611588,32.960995,POINT (-101.611588 32.960995),6,-101.59046506122449,32.94012003061225,POINT (-101.59046506122449 32.94012003061225)
3024145.0,48-022703,2007.0,39883.0,56956.0,TX,Borden County,48033,Bull Creek,2008.0,180.0,180.0,Mitsubishi,MWT62/1.0,1000.0,69.0,61.4,2960.92,99.7,0.0,0.0,-9999.0,3.0,3.0,2022-02-22,Maxar,-101.606888,32.909294,POINT (-101.606888 32.909294),6,-101.59046506122449,32.94012003061225,POINT (-101.59046506122449 32.94012003061225)
3024125.0,48-022563,2007.0,39902.0,56956.0,TX,Borden County,48033,Bull Creek,2008.0,180.0,180.0,Mitsubishi,MWT62/1.0,1000.0,69.0,61.4,2960.92,99.7,0.0,0.0,-9999.0,3.0,3.0,2017-05-29,Maxar,-101.607094,32.919193,POINT (-101.607094 32.919193),6,-101.59046506122449,32.94012003061225,POINT (-101.59046506122449 32.94012003061225)
3027281.0,48-023243,2008.0,40150.0,56956.0,TX,Borden County,48033,Bull Creek,2008.0,180.0,180.0,Mitsubishi,MWT62/1.0,1000.0,69.0,61.4,2960.92,99.7,0.0,0.0,-9999.0,3.0,3.0,2017-05-29,Maxar,-101.590088,32.952793,POINT (-101.590088 32.952793),6,-101.59046506122449,32.94012003061225,POINT (-101.59046506122449 32.94012003061225)
3024012.0,48-022657,2007.0,40180.0,56956.0,TX,Borden County,48033,Bull Creek,2008.0,180.0,180.0,Mitsubishi,MWT62/1.0,1000.0,69.0,61.4,2960.92,99.7,0.0,0.0,-9999.0,3.0,3.0,2022-02-22,Maxar,-101.560394,32.957195,POINT (-101.560394 32.957195),6,-101.59046506122449,32.94012003061225,POINT (-101.59046506122449 32.94012003061225)
3024128.0,48-022560,2007.0,39899.0,56956.0,TX,Borden County,48033,Bull Creek,2008.0,180.0,180.0,Mitsubishi,MWT62/1.0,1000.0,69.0,61.4,2960.92,99.7,0.0,0.0,-9999.0,3.0,3.0,2022-02-22,Maxar,-101.601089,32.917793,POINT (-101.601089 32.917793),6,-101.59046506122449,32.94012003061225,POINT (-101.59046506122449 32.94012003061225)
3024071.0,48-022620,2007.0,40000.0,56956.0,TX,Borden County,48033,Bull Creek,2008.0,180.0,180.0,Mitsubishi,MWT62/1.0,1000.0,69.0,61.4,2960.92,99.7,0.0,0.0,-9999.0,3.0,3.0,2022-02-22,Maxar,-101.606392,32.937992,POINT (-101.606392 32.937992),6,-101.59046506122449,32.94012003061225,POINT (-101.59046506122449 32.94012003061225)
3024082.0,48-022609,2007.0,39962.0,56956.0,TX,Borden County,48033,Bull Creek,2008.0,180.0,180.0,Mitsubishi,MWT62/1.0,1000.0,69.0,61.4,2960.92,99.7,0.0,0.0,-9999.0,3.0,3.0,2022-02-22,Maxar,-101.58419,32.932693,POINT (-101.58419 32.932693),6,-101.59046506122449,32.94012003061225,POINT (-101.59046506122449 32.94012003061225)
3024130.0,48-022558,2007.0,39897.0,56956.0,TX,Borden County,48033,Bull Creek,2008.0,180.0,180.0,Mitsubishi,MWT62/1.0,1000.0,69.0,61.4,2960.92,99.7,0.0,0.0,-9999.0,3.0,3.0,2022-02-22,Maxar,-101.596992,32.916794,POINT (-101.596992 32.916794),6,-101.59046506122449,32.94012003061225,POINT (-101.59046506122449 32.94012003061225)
3024008.0,48-022653,2007.0,40196.0,56956.0,TX,Borden County,48033,Bull Creek,2008.0,180.0,180.0,Mitsubishi,MWT62/1.0,1000.0,69.0,61.4,2960.92,99.7,0.0,0.0,-9999.0,3.0,3.0,2022-02-22,Maxar,-101.567993,32.959393,POINT (-101.567993 32.959393),6,-101.59046506122449,32.94012003061225,POINT (-101.59046506122449 32.94012003061225)
3027278.0,48-022376,2008.0,40157.0,56956.0,TX,Borden County,48033,Bull Creek,2008.0,180.0,180.0,Mitsubishi,MWT62/1.0,1000.0,69.0,61.4,2960.92,99.7,0.0,0.0,-9999.0,3.0,3.0,2022-02-22,Maxar,-101.596893,32.953594,POINT (-101.596893 32.953594),6,-101.59046506122449,32.94012003061225,POINT (-101.59046506122449 32.94012003061225)
3024106.0,48-022586,2007.0,39936.0,56956.0,TX,Borden County,48033,Bull Creek,2008.0,180.0,180.0,Mitsubishi,MWT62/1.0,1000.0,69.0,61.4,2960.92,99.7,0.0,0.0,-9999.0,3.0,3.0,2022-02-22,Maxar,-101.598091,32.926792,POINT (-101.598091 32.926792),6,-101.59046506122449,32.94012003061225,POINT (-101.59046506122449 32.94012003061225)
3024168.0,48-022707,2007.0,39856.0,56956.0,TX,Borden County,48033,Bull Creek,2008.0,180.0,180.0,Mitsubishi,MWT62/1.0,1000.0,69.0,61.4,2960.92,99.7,0.0,0.0,-9999.0,3.0,3.0,2019-12-31,Maxar,-101.58419,32.892593,POINT (-101.58419 32.892593),6,-101.59046506122449,32.94012003061225,POINT (-101.59046506122449 32.94012003061225)
3024113.0,48-022575,2007.0,39917.0,56956.0,TX,Borden County,48033,Bull Creek,2008.0,180.0,180.0,Mitsubishi,MWT62/1.0,1000.0,69.0,61.4,2960.92,99.7,0.0,0.0,-9999.0,3.0,3.0,2022-02-22,Maxar,-101.583893,32.923492,POINT (-101.583893 32.923492),6,-101.59046506122449,32.94012003061225,POINT (-101.59046506122449 32.94012003061225)
3024163.0,48-022712,2007.0,39861.0,56956.0,TX,Borden County,48033,Bull Creek,2008.0,180.0,180.0,Mitsubishi,MWT62/1.0,1000.0,69.0,61.4,2960.92,99.7,0.0,0.0,-9999.0,3.0,3.0,2019-12-31,Maxar,-101.594093,32.895393,POINT (-101.594093 32.895393),6,-101.59046506122449,32.94012003061225,POINT (-101.59046506122449 32.94012003061225)
3024108.0,48-022584,2007.0,39931.0,56956.0,TX,Borden County,48033,Bull Creek,2008.0,180.0,180.0,Mitsubishi,MWT62/1.0,1000.0,69.0,61.4,2960.92,99.7,0.0,0.0,-9999.0,3.0,3.0,2022-02-22,Maxar,-101.593994,32.925896,POINT (-101.593994 32.925896),6,-101.59046506122449,32.94012003061225,POINT (-101.59046506122449 32.94012003061225)
3024007.0,48-022652,2007.0,40203.0,56956.0,TX,Borden County,48033,Bull Creek,2008.0,180.0,180.0,Mitsubishi,MWT62/1.0,1000.0,69.0,61.4,2960.92,99.7,0.0,0.0,-9999.0,3.0,3.0,2022-02-22,Maxar,-101.570091,32.959892,POINT (-101.570091 32.959892),6,-101.59046506122449,32.94012003061225,POINT (-101.59046506122449 32.94012003061225)
3024146.0,48-022702,2007.0,39881.0,56956.0,TX,Borden County,48033,Bull Creek,2008.0,180.0,180.0,Mitsubishi,MWT62/1.0,1000.0,69.0,61.4,2960.92,99.7,0.0,0.0,-9999.0,3.0,3.0,2022-02-22,Maxar,-101.604889,32.908695,POINT (-101.604889 32.908695),6,-101.59046506122449,32.94012003061225,POINT (-101.59046506122449 32.94012003061225)
3027271.0,48-024073,2008.0,40211.0,56956.0,TX,Borden County,48033,Bull Creek,2008.0,180.0,180.0,Mitsubishi,MWT62/1.0,1000.0,69.0,61.4,2960.92,99.7,0.0,0.0,-9999.0,3.0,3.0,2022-02-22,Maxar,-101.609291,32.960995,POINT (-101.609291 32.960995),6,-101.59046506122449,32.94012003061225,POINT (-101.59046506122449 32.94012003061225)
3024037.0,48-022736,2007.0,40096.0,56956.0,TX,Borden County,48033,Bull Creek,2008.0,180.0,180.0,Mitsubishi,MWT62/1.0,1000.0,69.0,61.4,2960.92,99.7,0.0,0.0,-9999.0,3.0,3.0,2022-02-22,Maxar,-101.561394,32.947395,POINT (-101.561394 32.947395),6,-101.59046506122449,32.94012003061225,POINT (-101.59046506122449 32.94012003061225)
3024028.0,48-022744,2007.0,40149.0,56956.0,TX,Borden County,48033,Bull Creek,2008.0,180.0,180.0,Mitsubishi,MWT62/1.0,1000.0,69.0,61.4,2960.92,99.7,0.0,0.0,-9999.0,3.0,3.0,2022-02-22,Maxar,-101.58139,32.952694,POINT (-101.58139 32.952694),6,-101.59046506122449,32.94012003061225,POINT (-101.59046506122449 32.94012003061225)
3024049.0,48-022724,2007.0,40054.0,56956.0,TX,Borden County,48033,Bull Creek,2008.0,180.0,180.0,Mitsubishi,MWT62/1.0,1000.0,69.0,61.4,2960.92,99.7,0.0,0.0,-9999.0,3.0,3.0,2022-02-22,Maxar,-101.586494,32.943295,POINT (-101.586494 32.943295),6,-101.59046506122449,32.94012003061225,POINT (-101.59046506122449 32.94012003061225)
3024120.0,48-022568,2007.0,39904.0,56956.0,TX,Borden County,48033,Bull Creek,2008.0,180.0,180.0,Mitsubishi,MWT62/1.0,1000.0,69.0,61.4,2960.92,99.7,0.0,0.0,-9999.0,3.0,3.0,2022-02-22,Maxar,-101.569794,32.920094,POINT (-101.569794 32.920094),6,-101.59046506122449,32.94012003061225,POINT (-101.59046506122449 32.94012003061225)
3024088.0,48-022603,2007.0,39951.0,56956.0,TX,Borden County,48033,Bull Creek,2008.0,180.0,180.0,Mitsubishi,MWT62/1.0,1000.0,69.0,61.4,2960.92,99.7,0.0,0.0,-9999.0,3.0,3.0,2022-02-22,Maxar,-101.571991,32.929794,POINT (-101.571991 32.929794),6,-101.59046506122449,32.94012003061225,POINT (-101.59046506122449 32.94012003061225)
3024123.0,48-022565,2007.0,39890.0,56956.0,TX,Borden County,48033,Bull Creek,2008.0,180.0,180.0,Mitsubishi,MWT62/1.0,1000.0,69.0,61.4,2960.92,99.7,0.0,0.0,-9999.0,3.0,3.0,2022-02-22,Maxar,-101.563889,32.914494,POINT (-101.563889 32.914494),6,-101.59046506122449,32.94012003061225,POINT (-101.59046506122449 32.94012003061225)
3024165.0,48-022710,2007.0,39859.0,56956.0,TX,Borden County,48033,Bull Creek,2008.0,180.0,180.0,Mitsubishi,MWT62/1.0,1000.0,69.0,61.4,2960.92,99.7,0.0,0.0,-9999.0,3.0,3.0,2019-12-31,Maxar,-101.590195,32.894295,POINT (-101.590195 32.894295),6,-101.59046506122449,32.94012003061225,POINT (-101.59046506122449 32.94012003061225)
3024136.0,48-022552,2007.0,39888.0,56956.0,TX,Borden County,48033,Bull Creek,2008.0,180.0,180.0,Mitsubishi,MWT62/1.0,1000.0,69.0,61.4,2960.92,99.7,0.0,0.0,-9999.0,3.0,3.0,2022-02-22,Maxar,-101.584892,32.913895,POINT (-101.584892 32.913895),6,-101.59046506122449,32.94012003061225,POINT (-101.59046506122449 32.94012003061225)
3024038.0,48-022735,2007.0,40092.0,56956.0,TX,Borden County,48033,Bull Creek,2008.0,180.0,180.0,Mitsubishi,MWT62/1.0,1000.0,69.0,61.4,2960.92,99.7,0.0,0.0,-9999.0,3.0,3.0,2022-02-22,Maxar,-101.559387,32.946793,POINT (-101.559387 32.946793),6,-101.59046506122449,32.94012003061225,POINT (-101.59046506122449 32.94012003061225)
3027273.0,48-022381,2008.0,40213.0,56956.0,TX,Borden County,48033,Bull Creek,2008.0,180.0,180.0,Mitsubishi,MWT62/1.0,1000.0,69.0,61.4,2960.92,99.7,0.0,0.0,-9999.0,3.0,3.0,2022-02-22,Maxar,-101.604492,32.960995,POINT (-101.604492 32.960995),6,-101.59046506122449,32.94012003061225,POINT (-101.59046506122449 32.94012003061225)
3024161.0,48-022691,2007.0,39863.0,56956.0,TX,Borden County,48033,Bull Creek,2008.0,180.0,180.0,Mitsubishi,MWT62/1.0,1000.0,69.0,61.4,2960.92,99.7,0.0,0.0,-9999.0,3.0,3.0,2022-02-22,Maxar,-101.598091,32.896496,POINT (-101.598091 32.896496),6,-101.59046506122449,32.94012003061225,POINT (-101.59046506122449 32.94012003061225)
3024090.0,48-022601,2007.0,39949.0,56956.0,TX,Borden County,48033,Bull Creek,2008.0,180.0,180.0,Mitsubishi,MWT62/1.0,1000.0,69.0,61.4,2960.92,99.7,0.0,0.0,-9999.0,3.0,3.0,2022-02-22,Maxar,-101.567993,32.928795,POINT (-101.567993 32.928795),6,-101.59046506122449,32.94012003061225,POINT (-101.59046506122449 32.94012003061225)
3024124.0,48-022564,2007.0,39903.0,56956.0,TX,Borden County,48033,Bull Creek,2008.0,180.0,180.0,Mitsubishi,MWT62/1.0,1000.0,69.0,61.4,2960.92,99.7,0.0,0.0,-9999.0,3.0,3.0,2022-02-22,Maxar,-101.609192,32.919693,POINT (-101.609192 32.919693),6,-101.59046506122449,32.94012003061225,POINT (-101.59046506122449 32.94012003061225)
3027276.0,48-022378,2008.0,40216.0,56956.0,TX,Borden County,48033,Bull Creek,2008.0,180.0,180.0,Mitsubishi,MWT62/1.0,1000.0,69.0,61.4,2960.92,99.7,0.0,0.0,-9999.0,3.0,3.0,2022-02-22,Maxar,-101.597389,32.960995,POINT (-101.597389 32.960995),6,-101.59046506122449,32.94012003061225,POINT (-101.59046506122449 32.94012003061225)
3024091.0,48-022600,2007.0,39943.0,56956.0,TX,Borden County,48033,Bull Creek,2008.0,180.0,180.0,Mitsubishi,MWT62/1.0,1000.0,69.0,61.4,2960.92,99.7,0.0,0.0,-9999.0,3.0,3.0,2022-02-22,Maxar,-101.565994,32.928295,POINT (-101.565994 32.928295),6,-101.59046506122449,32.94012003061225,POINT (-101.59046506122449 32.94012003061225)
3024025.0,48-022747,2007.0,40146.0,56956.0,TX,Borden County,48033,Bull Creek,2008.0,180.0,180.0,Mitsubishi,MWT62/1.0,1000.0,69.0,61.4,2960.92,99.7,0.0,0.0,-9999.0,3.0,3.0,2022-02-22,Maxar,-101.587891,32.952595,POINT (-101.587891 32.952595),6,-101.59046506122449,32.94012003061225,POINT (-101.59046506122449 32.94012003061225)
3024039.0,48-022734,2007.0,40089.0,56956.0,TX,Borden County,48033,Bull Creek,2008.0,180.0,180.0,Mitsubishi,MWT62/1.0,1000.0,69.0,61.4,2960.92,99.7,0.0,0.0,-9999.0,3.0,3.0,2022-02-22,Maxar,-101.557388,32.946293,POINT (-101.557388 32.946293),6,-101.59046506122449,32.94012003061225,POINT (-101.59046506122449 32.94012003061225)
3024154.0,48-022694,2007.0,39870.0,56956.0,TX,Borden County,48033,Bull Creek,2008.0,180.0,180.0,Mitsubishi,MWT62/1.0,1000.0,69.0,61.4,2960.92,99.7,0.0,0.0,-9999.0,3.0,3.0,2017-05-29,Maxar,-101.588989,32.904194,POINT (-101.588989 32.904194),6,-101.59046506122449,32.94012003061225,POINT (-101.59046506122449 32.94012003061225)
3024164.0,48-022711,2007.0,39860.0,56956.0,TX,Borden County,48033,Bull Creek,2008.0,180.0,180.0,Mitsubishi,MWT62/1.0,1000.0,69.0,61.4,2960.92,99.7,0.0,0.0,-9999.0,3.0,3.0,2019-12-31,Maxar,-101.592194,32.894794,POINT (-101.592194 32.894794),6,-101.59046506122449,32.94012003061225,POINT (-101.59046506122449 32.94012003061225)
3024131.0,48-022557,2007.0,39896.0,56956.0,TX,Borden County,48033,Bull Creek,2008.0,180.0,180.0,Mitsubishi,MWT62/1.0,1000.0,69.0,61.4,2960.92,99.7,0.0,0.0,-9999.0,3.0,3.0,2022-02-22,Maxar,-101.594994,32.916294,POINT (-101.594994 32.916294),6,-101.59046506122449,32.94012003061225,POINT (-101.59046506122449 32.94012003061225)
3024021.0,48-022751,2007.0,40154.0,56956.0,TX,Borden County,48033,Bull Creek,2008.0,180.0,180.0,Mitsubishi,MWT62/1.0,1000.0,69.0,61.4,2960.92,99.7,0.0,0.0,-9999.0,3.0,3.0,2022-02-22,Maxar,-101.542191,32.953396,POINT (-101.542191 32.953396),6,-101.59046506122449,32.94012003061225,POINT (-101.59046506122449 32.94012003061225)
3024133.0,48-022555,2007.0,39893.0,56956.0,TX,Borden County,48033,Bull Creek,2008.0,180.0,180.0,Mitsubishi,MWT62/1.0,1000.0,69.0,61.4,2960.92,99.7,0.0,0.0,-9999.0,3.0,3.0,2017-05-29,Maxar,-101.590988,32.915394,POINT (-101.590988 32.915394),6,-101.59046506122449,32.94012003061225,POINT (-101.59046506122449 32.94012003061225)
3024015.0,48-022754,2007.0,40170.0,56956.0,TX,Borden County,48033,Bull Creek,2008.0,180.0,180.0,Mitsubishi,MWT62/1.0,1000.0,69.0,61.4,2960.92,99.7,0.0,0.0,-9999.0,3.0,3.0,2022-02-22,Maxar,-101.55439,32.955593,POINT (-101.55439 32.955593),6,-101.59046506122449,32.94012003061225,POINT (-101.59046506122449 32.94012003061225)
3024062.0,48-022629,2007.0,39985.0,56956.0,TX,Borden County,48033,Bull Creek,2008.0,180.0,180.0,Mitsubishi,MWT62/1.0,1000.0,69.0,61.4,2960.92,99.7,0.0,0.0,-9999.0,3.0,3.0,2022-02-22,Maxar,-101.560394,32.936493,POINT (-101.560394 32.936493),6,-101.59046506122449,32.94012003061225,POINT (-101.59046506122449 32.94012003061225)
3024147.0,48-022701,2007.0,39879.0,56956.0,TX,Borden County,48033,Bull Creek,2008.0,180.0,180.0,Mitsubishi,MWT62/1.0,1000.0,69.0,61.4,2960.92,99.7,0.0,0.0,-9999.0,3.0,3.0,2022-02-22,Maxar,-101.60289,32.908195,POINT (-101.60289 32.908195),6,-101.59046506122449,32.94012003061225,POINT (-101.59046506122449 32.94012003061225)
3024041.0,48-022732,2007.0,40079.0,56956.0,TX,Borden County,48033,Bull Creek,2008.0,180.0,180.0,Mitsubishi,MWT62/1.0,1000.0,69.0,61.4,2960.92,99.7,0.0,0.0,-9999.0,3.0,3.0,2022-02-22,Maxar,-101.553391,32.945194,POINT (-101.553391 32.945194),6,-101.59046506122449,32.94012003061225,POINT (-101.59046506122449 32.94012003061225)
3024079.0,48-022612,2007.0,39969.0,56956.0,TX,Borden County,48033,Bull Creek,2008.0,180.0,180.0,Mitsubishi,MWT62/1.0,1000.0,69.0,61.4,2960.92,99.7,0.0,0.0,-9999.0,3.0,3.0,2022-02-22,Maxar,-101.590195,32.934093,POINT (-101.590195 32.934093),6,-101.59046506122449,32.94012003061225,POINT (-101.59046506122449 32.94012003061225)
3024140.0,48-022548,2007.0,39884.0,56956.0,TX,Borden County,48033,Bull Creek,2008.0,180.0,180.0,Mitsubishi,MWT62/1.0,1000.0,69.0,61.4,2960.92,99.7,0.0,0.0,-9999.0,3.0,3.0,2017-05-29,Maxar,-101.576294,32.909492,POINT (-101.576294 32.909492),6,-101.59046506122449,32.94012003061225,POINT (-101.59046506122449 32.94012003061225)
3024141.0,48-022547,2007.0,39882.0,56956.0,TX,Borden County,48033,Bull Creek,2008.0,180.0,180.0,Mitsubishi,MWT62/1.0,1000.0,69.0,61.4,2960.92,99.7,0.0,0.0,-9999.0,3.0,3.0,2017-05-29,Maxar,-101.574394,32.908894,POINT (-101.574394 32.908894),6,-101.59046506122449,32.94012003061225,POINT (-101.59046506122449 32.94012003061225)
3024044.0,48-022729,2007.0,40088.0,56956.0,TX,Borden County,48033,Bull Creek,2008.0,180.0,180.0,Mitsubishi,MWT62/1.0,1000.0,69.0,61.4,2960.92,99.7,0.0,0.0,-9999.0,3.0,3.0,2022-02-22,Maxar,-101.596489,32.945995,POINT (-101.596489 32.945995),6,-101.59046506122449,32.94012003061225,POINT (-101.59046506122449 32.94012003061225)
